t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z,2D_distance,2D_length,2D_wide,2D_area,3D_distance,3D_length,3D_wide,3D_height,3D_volume,action
85,46.84403542910588,55.15902463128825,81.58823529411765,142.52941176470588,8.0,8.0,-1027.370501349941,588.6606983858235,2588.7586454500006,-720.1705537683529,-206.93344205976473,2618.7586454500006,-1363.8525103405884,1004.9439410043531,2558.7586454500006,32.928318208124445,134.52941176470588,73.58823529411765,9899.782006920415,317.26278482616806,643.6819565722355,1211.8773830641178,60.0,46803816.303381115,t_turn
86,38.63317636342308,56.191509540261535,77.92307692307692,141.0,8.0,8.0,-1130.5601055446155,594.4109027569231,2656.4924504215383,-773.2344172551537,-197.83325077930766,2686.4924504215383,-1399.9555570153846,1031.5461707484617,2626.4924504215383,36.36398535217511,133.0,69.92307692307692,9299.76923076923,355.26118045715134,626.7211397602308,1229.3794215277694,60.0,46228684.33545941,t_turn
87,41.101545061378566,51.50528063092144,77.14285714285714,141.0,8.0,8.0,-1118.168683732857,644.1507263184285,2681.8677106578575,-787.9412580217141,-199.70188467842857,2711.8677106578575,-1413.4808698385714,1041.5121983121428,2651.8677106578575,41.81297399779769,133.0,69.14285714285714,9196.0,410.6734305011193,625.5396118168572,1241.2140829905713,60.0,46585714.53933231,t_turn
88,40.25575746809643,50.83976582118571,77.14285714285714,141.0,8.0,8.0,-1122.2472272599998,648.1732504708216,2672.6520472932143,-785.2634887695357,-199.0232413155714,2702.6520472932143,-1408.5687996996428,1037.892791747857,2642.6520472932143,43.78883611050334,133.0,69.14285714285714,9196.0,427.72814183113525,623.3053109301071,1236.9160330634284,60.0,46258579.954982094,p_stand
89,41.46085535686,51.53598302205666,77.2,141.0,8.0,8.0,-1116.6357869463332,644.9302775065333,2686.317887370333,-788.6918355306334,-200.02959543879996,2716.317887370333,-1415.8528849283332,1043.2600016276667,2656.317887370333,41.42933648402154,133.0,69.2,9203.6,407.7685373035471,627.1610493976998,1243.2895970664667,60.0,46784568.50408692,p_stand
90,42.20462388258846,51.104443770192304,77.0,141.0,8.0,8.0,-1113.2798227153844,651.1269883375,2695.196767953462,-793.1776498648076,-200.6834376407692,2725.196767953462,-1420.585444523846,1046.7471548230772,2665.196767953462,41.36784762803356,133.0,69.0,9177.0,408.61629390714916,627.4077946590385,1247.4305924638463,60.0,46958860.62047757,p_stand
91,41.491028594970004,49.41551742552,77.2,141.0,8.0,8.0,-1112.958618163,662.8818359375,2678.139282228,-786.3163940430001,-199.42732238770003,2708.139282228,-1411.493566894,1040.047900391,2648.139282228,45.03728518095961,133.0,69.2,9203.6,440.6383446467501,625.1771728509999,1239.4752227787,60.0,46493496.935739055,p_stand
92,40.31636174521001,50.484301503493356,76.86666666666666,141.0,8.0,8.0,-1123.1987874339998,652.3821451823334,2676.2555908196664,-788.9331807453999,-199.28860829669995,2706.2555908196664,-1410.4895426436667,1039.3080810543333,2646.2555908196664,44.238192066978414,133.0,68.86666666666666,9159.266666666666,432.5569399127758,621.5563618982668,1238.5966893510333,60.0,46191459.12553596,p_stand
93,40.10469177245599,50.50596130372,76.04,141.0,8.0,8.0,-1126.8162841800001,653.1297119140801,2680.1425097656,-797.9204199218399,-199.57484069824,2710.1425097656,-1412.5613183592002,1040.8346337888,2650.1425097656,44.100059784648366,133.0,68.04,9049.320000000002,431.86622034458577,614.6408984373603,1240.40947448704,60.0,45744383.629735686,p_stand
94,40.437039693195835,50.91509914399166,75.25,141.0,8.0,8.0,-1125.1913401295835,650.1564966837501,2683.7243754070832,-806.4933217367501,-199.83860778812502,2713.7243754070832,-1414.4705098466666,1042.241424559583,2653.7243754070832,42.78291645972379,133.0,67.25,8944.25,420.0999898200272,607.9771881099165,1242.080032347708,60.0,45309379.52845402,p_stand
95,39.79217598654545,51.83107445456364,75.0,141.0,8.0,8.0,-1129.650312943182,640.608703613409,2679.925071023636,-807.7383728027271,-199.5588274868637,2709.925071023636,-1412.4454123759087,1040.7492342863634,2649.925071023636,41.72100357554931,133.0,67.0,8911.0,409.3243173365274,604.7070395731816,1240.308061773227,60.0,45001380.97161834,p_stand
96,39.11298647795454,54.22868069735455,82.27272727272727,143.54545454545453,8.0,8.0,-1119.7551269527273,609.1867509320908,2641.388760653636,-728.1509232954545,-220.50590792581815,2671.388760653636,-1391.9050847818182,1025.6142300718182,2611.388760653636,43.474527269183845,135.54545454545453,74.27272727272727,10067.330578512396,419.5814918540541,663.7541614863637,1246.1201379976362,60.0,49627045.63847358,p_stand
97,50.06687480005862,52.08606509504483,89.89655172413794,145.0,8.0,8.0,-1011.6945884966896,625.0641247978966,2624.5606815724136,-652.4824702822068,-232.7165301091724,2654.5606815724136,-1382.9354795268962,1019.0050680227588,2594.560681572413,40.155002858272084,137.0,81.89655172413794,11219.827586206897,388.3072993809418,730.4530092446894,1251.7215981319312,60.000000000000455,54859428.485522866,p_stand
98,58.97579383849998,57.21105861663125,90.375,149.875,26.0,8.0,-912.968341827375,567.464748382625,2576.7030334468755,-636.2703590393751,-272.8539943694375,2606.7030334468755,-1197.452354430625,1000.209148406875,2546.7030334468755,38.60131553100738,141.875,64.375,9133.203125,366.46294561247316,561.18199539125,1273.0631427763124,60.0,42865206.88333601,p_stand
99,59.332020006689476,63.09799334877896,87.3157894736842,150.3684210526316,32.21052631578947,13.052631578947368,-896.7197265625789,506.8253944797368,2540.2714072773683,-655.0715332031053,-273.68964747389464,2570.2714072773683,-1124.9235968342105,941.2910509609999,2510.2714072773683,34.725256349503056,137.31578947368422,55.10526315789473,7566.822714681441,325.94902238556,469.8520636311051,1214.9806984348945,60.0,34251671.3058958,p_stand
100,65.61952368418751,82.2414016723625,98.33333333333333,147.0,32.0,51.583333333333336,-858.2486724853333,343.2791684469584,2593.2467447916665,-567.2102228800416,-248.36902999874997,2623.2467447916665,-1150.52190144875,614.6997070312917,2563.2467447916665,27.053193093802996,95.41666666666666,66.33333333333333,6329.305555555555,260.0476760954927,583.3116785687084,863.0687370300417,60.0,30206284.42303013,p_stand
101,65.9867553711,83.30682627363333,100.33333333333333,147.0,32.0,58.0,-841.080830892,328.271911621,2551.2581380200004,-540.0773111980001,-244.39354451466667,2581.2581380200004,-1131.6751709,548.153442383,2521.2581380200004,29.989965159514384,89.0,68.33333333333333,6081.666666666666,282.00822734375106,591.5978597019999,792.5469868976667,60.0,28132146.069715716,p_stand
102,65.35544416639999,84.0652355617889,97.66666666666667,147.0,32.0,53.333333333333336,-863.5505167643332,327.7379930284444,2601.753472221111,-575.343939887,-249.17444017188893,2631.753472221111,-1154.340182833333,601.397515191,2571.753472221111,25.39005588566082,93.66666666666666,65.66666666666667,6150.777777777777,245.15854648651606,578.996242946333,850.571955362889,60.0,29548677.990637727,t_bend
103,63.42965728758801,81.829967651364,92.52,147.0,32.96,42.08,-883.7620263672399,348.96853393548,2609.8447167960003,-624.5426562499199,-249.94052368172,2639.8447167960003,-1149.3322607424,704.18761962892,2579.8447167960003,21.283400073820232,104.92,59.559999999999995,6249.035199999999,208.75779067359144,524.7896044924801,954.12814331064,60.0,30042991.85778811,p_bent
104,57.53649450231481,61.62692317256297,85.0,147.0,27.85185185185185,8.0,-900.628555862963,513.0748223199629,2506.48473669074,-667.082908347815,-240.1543986002222,2536.4847366907406,-1147.6643156833334,972.6311329029627,2476.48473669074,28.38712000808188,139.0,57.14814814814815,7943.592592592593,266.5678434813061,480.5814073355184,1212.785531503185,60.000000000000455,34970530.65155759,p_bent
105,54.818934486028574,60.62760398501429,83.57142857142857,147.0,25.523809523809526,8.0,-928.2263852075239,523.9636724562857,2516.6331728980945,-682.5374087379047,-241.11525472004763,2546.6331728980945,-1172.5990106490474,976.6169055758094,2486.6331728980945,30.800599410852,139.0,58.047619047619044,8068.619047619047,288.84044777200245,490.0616019111427,1217.732160295857,60.0,35805826.39039825,t_straighten
106,54.78488555908,61.36912734986,83.0,147.0,25.44,8.0,-932.7976586914399,519.8034423828001,2528.2258593751994,-690.75509765624,-242.21284912112003,2558.2258593751994,-1178.8058935552,981.1698925781199,2498.2258593751994,29.25479053446754,139.0,57.56,8000.84,276.379310958371,488.05079589896013,1223.38274169924,60.0,35824375.246521965,t_straighten
107,54.338639577219986,61.35509045918334,83.0,147.0,24.6,8.0,-936.0996459960667,519.5682657878,2526.469840494666,-690.2809529621668,-242.04658813479995,2556.469840494666,-1185.3288777666667,980.4802246094331,2496.4698404946666,29.230317513695162,139.0,58.4,8117.599999999999,276.02643063051653,495.04792480449987,1222.526812744233,59.999999999999545,36312561.70001324,p_stand
108,54.01919199626,60.916090647370005,82.93333333333334,147.0,24.066666666666666,8.0,-937.4510904948668,522.6321695962666,2522.487467448333,-689.8024108886,-241.66953837076665,2552.487467448333,-1188.0998291020003,978.9161560059667,2492.487467448333,30.00490883143346,139.0,58.866666666666674,8182.466666666668,282.52258369335675,498.2974182134003,1220.5856943767335,60.0,36492882.012968205,p_stand
109,54.4463511875762,63.209985823852385,84.04761904761905,147.0,25.904761904761905,8.761904761904763,-933.2172154019047,502.02414231076193,2521.347191220476,-679.4775826590476,-241.56157647990472,2551.347191220476,-1171.4561941961906,971.7230457124284,2491.347191220476,27.38974772077721,138.23809523809524,58.142857142857146,8037.557823129252,258.74154561802345,491.978611537143,1213.2846221923332,60.0,35814605.02953307,p_stand
110,68.60461213853334,99.93798277111667,102.88888888888889,155.55555555555554,41.22222222222222,50.666666666666664,-843.6479492187223,183.19700707325558,2634.815253363334,-532.5712297227224,-333.3831481933333,2664.815253363334,-1084.3643052841112,630.8629387750001,2604.815253363334,8.966544143466812,104.88888888888889,61.666666666666664,6468.148148148148,94.59289891012975,551.7930755613888,964.2460869683334,60.0,31923858.835577466,p_stand
111,78.35702362059332,115.19208882653335,111.93333333333334,169.0,52.666666666666664,62.93333333333333,-746.6470662433999,43.90665944418,2607.8821126306666,-444.6934549966667,-453.25845743819997,2637.8821126306666,-970.3316609701999,515.7845235188665,2577.8821126306666,5.1923895436409,106.06666666666666,59.26666666666667,6286.217777777778,59.37973906856985,525.6382059735332,969.0429809570664,60.0,30561960.84129103,t_stand_kneel
112,77.88223427220527,116.93604399031581,111.0,169.0,51.78947368421053,64.0,-761.2821173416842,28.40317153930526,2643.7135844989475,-459.41527356600005,-459.4152542917368,2673.7135844989475,-991.7972958212631,513.2636172646841,2613.7135844989475,2.6870436117249454,105.0,59.21052631578947,6217.105263157895,36.742699763292535,532.3820222552631,972.6788715564209,60.0,31070204.67865048,t_stand_kneel
113,77.51997402735715,116.08040673400002,111.0,169.0,51.714285714285715,64.0,-767.1816929407858,36.45823819296429,2652.5083618157146,-460.92645372664293,-460.92643737800006,2682.5083618157146,-995.8227168495357,514.9906855991071,2622.5083618157146,4.4978816607402905,105.0,59.285714285714285,6225.0,53.682510870750775,534.8962631228928,975.9171229771072,60.0,31320865.331885956,t_stand_kneel
114,77.0790784018393,115.58363669264288,111.0,168.57142857142858,49.857142857142854,64.14285714285714,-777.8390219552857,41.462134769985724,2674.8810511992856,-464.77067456928575,-460.6578380038929,2704.8810511992856,-1021.6504124227855,518.0375115531787,2644.8810511992856,4.715750671571946,104.42857142857144,61.142857142857146,6385.0612244897975,56.322626218389246,556.8797378534998,978.6953495570715,60.0,32700936.581986886,p_kneel
115,73.59661750792999,110.849929428075,114.3,162.9,43.1,68.7,-814.3753814698,85.87712192537501,2687.9841552735006,-436.07394104,-409.31495208740006,2717.9841552735006,-1089.3150939939999,478.01301269525004,2657.9841552735006,14.04995358024253,94.2,71.19999999999999,6707.039999999999,144.0240860802436,653.2411529539999,887.32796478265,60.0,34778348.56577667,p_kneel
116,59.60944408840555,73.16908815172222,90.55555555555556,145.0,29.88888888888889,19.444444444444443,-891.5151604546113,413.7041939630001,2536.4343668622223,-622.4491034614445,-224.9907853868889,2566.4343668622223,-1142.4869723844442,880.515306260889,2506.4343668622223,16.815971620897862,125.55555555555556,60.66666666666667,7617.037037037037,162.8579859810435,520.0378689229998,1105.5060916477778,60.0,34494301.918914296,p_kneel
117,53.90267621553461,61.93781970096538,82.3076923076923,145.0,23.53846153846154,8.0,-935.8354374811538,512.1642632118463,2515.387826772692,-693.4457350511153,-223.1457055898462,2545.3878267726923,-1189.316950871923,976.1277911846539,2485.387826772692,25.88751256317208,137.0,58.76923076923077,8051.384615384615,245.2696380732849,495.8712158208076,1199.2734967745,60.000000000000455,35681112.41683483,t_kneel_stand
118,53.32244814359616,62.11288628211538,81.0,145.0,22.615384615384617,8.0,-943.5530395507691,512.0069439226921,2522.317157451924,-707.059906005923,-223.75317911003847,2552.317157451924,-1200.7155057461541,978.8492595966538,2492.317157451923,25.16765164952553,137.0,58.38461538461539,7998.692307692308,239.58595021137626,493.6555997402311,1202.6024387066923,60.00000000000091,35620285.68772954,t_kneel_stand
119,53.090736934121416,61.04209695544286,81.0,145.0,24.0,8.0,-944.9464808871787,521.1147395543214,2520.5698242182148,-706.5758514403572,-223.59999465939285,2550.5698242182148,-1187.7694527764286,978.1630074637499,2490.5698242182148,27.979430336304695,137.0,57.0,7809.0,264.0922328695873,481.1936013360714,1201.7630021231428,60.0,34696840.01664503,p_stand
120,53.008699962075,61.056388446260705,81.14285714285714,145.0,24.0,8.0,-946.6422882079643,521.5280696323215,2523.159232003571,-706.0160544259642,-223.8269985744286,2553.159232003571,-1189.0043378557145,979.1799839564285,2493.1592320035707,28.06394631819986,137.0,57.14285714285714,7828.571428571428,265.0744288294637,482.98828342975037,1203.0069825308572,60.000000000000455,34862296.646795206,p_stand
121,52.843799972525005,60.70448951720999,81.8,145.0,23.9,8.0,-947.4426391600498,524.2750427244499,2521.4101196300003,-699.6446990965999,-223.6736618041,2551.4101196300003,-1189.0423034675,978.4930206298499,2491.4101196300003,29.001127286329265,137.0,57.9,7932.3,273.1504763610078,489.3976043709001,1202.16668243395,60.0,35300249.66626127,p_stand
122,94.39057464600668,67.87204844155333,141.26666666666668,164.86666666666667,71.6,8.0,-548.2103413901333,433.65697224933336,2371.9182942713333,-160.3287787755747,-377.1833740234666,2401.9182942713333,-728.8358683268667,919.7806152344,2341.9182942713333,43.66497402097092,156.86666666666667,69.66666666666669,10928.377777777781,379.87799630545567,568.507089551292,1296.9639892578666,60.0,44239993.36714937,p_stand
123,151.57139056656524,65.76758392998697,191.43478260869566,166.47826086956522,132.69565217391303,8.0,-65.76072236767827,442.2416806427825,2322.5073136043475,261.7071279442609,-382.58879951813043,2352.5073136043475,-217.37511775813908,900.3746178668695,2292.5073136043475,47.53986857585648,158.47826086956522,58.73913043478262,9308.875236294898,404.4637737920722,479.0822457024,1282.963417385,60.0,36878699.70928988,p_stand
124,191.76802870811767,69.5022899403353,227.11764705882354,137.94117647058823,160.58823529411765,21.058823529411764,290.16701821711763,457.5692928538235,2595.04730583647,617.8602546244707,-164.84442228435293,2625.04730583647,5.751048144170588,886.8529016831765,2565.04730583647,19.41874417346822,116.88235294117646,66.52941176470588,7776.11418685121,188.22026693138457,612.1092064803001,1051.6973239675294,60.0,38625216.86587318,a_walk
125,200.47303373917393,78.39155246901305,227.0,137.34782608695653,175.91304347826087,28.26086956521739,406.94332355000006,418.3571963103478,2867.264425526522,680.7027216373044,-176.25274658204347,2897.264425526522,158.35335275406086,912.7450216542175,2837.264425526522,8.82558642263794,109.08695652173914,51.086956521739125,5572.920604914933,101.10941624191094,522.3493688832435,1088.997768236261,60.0,34130237.8172083,a_walk
126,200.32628958571425,78.23060989380001,227.0,137.35714285714286,178.0,28.642857142857142,406.2754658290714,420.8156651088214,2873.020193917143,682.0550188336786,-176.69262368332141,2903.020193917143,179.45136533467863,910.7902657644644,2843.020193917143,10.482674268562953,108.71428571428572,49.0,5327.0,118.00170124662634,502.60365349899996,1087.4828894477857,60.0,32794372.401246373,a_walk
127,199.7593129476667,78.48263905842667,227.0,137.66666666666666,177.06666666666666,29.733333333333334,400.3346211751334,418.09609171539995,2871.5663085933334,681.7134195962666,-179.74661051433336,2901.5663085933334,170.01795450846666,899.4164672850665,2841.5663085933334,11.379947502217036,107.93333333333332,49.93333333333334,5389.471111111111,127.00054280476422,511.6954650877999,1079.1630777993998,60.0,33132171.18000873,p_sit
128,190.3852664722941,74.94920438880001,224.2941176470588,137.47058823529412,165.52941176470588,31.647058823529413,308.1033127728236,457.4547478172354,2895.3661391317646,658.9943201401765,-179.2138375674706,2925.3661391317646,54.94092963725883,887.7945197610001,2865.3661391317646,21.19593244686753,105.8235294117647,58.76470588235293,6218.6885813148765,227.39564953937287,604.0533905029176,1067.0083573284705,60.0,38671800.95635267,p_sit
129,180.58065400299998,80.46732782434073,217.0,134.62962962962962,149.7037037037037,33.55555555555556,222.5306385181481,427.54120438188886,3085.464228876666,622.7190913448889,-159.7826625682963,3115.464228876666,-110.53197069521111,925.9936772099261,3055.464228876666,9.106712457084875,101.07407407407406,67.2962962962963,6801.910836762689,111.09892856964586,733.2510620401,1085.7763397782223,60.0,47768799.25682364,p_sit
130,180.4349603653125,87.44373893739375,217.625,132.625,143.0,51.75,224.923359871,358.3399600983125,3138.787536620625,640.3237648009375,-140.30339860912503,3168.787536620625,-185.30708217625,743.97095870975,3108.787536620625,6.7943059732633415,80.875,74.625,6035.296875,85.86784431421256,825.6308469771875,884.274357318875,60.0,43805051.19560345,p_sit
131,180.82262674973333,90.45533599854,219.0,133.0,140.0,60.53333333333333,228.99236958826666,324.9244303384667,3136.183203125333,655.0621826171333,-144.33576049806663,3166.183203125333,-217.8469899496667,647.7470214843335,3106.183203125333,6.548220830776955,72.46666666666667,79.0,5724.866666666667,82.47099524762962,872.9091725668,792.0827819824001,60.0,41484979.54947995,t_sit_lie
132,181.24613776576928,91.12152070264999,219.0,133.0,141.0,62.0,233.12311084449996,316.8689669095384,3129.037785456923,653.5838388296155,-144.01002619819232,3159.037785456923,-206.47876093926922,630.3029902531539,3099.037785456923,6.7069473139142275,71.0,78.0,5538.0,83.84556583004871,860.0625997688848,774.3130164513462,60.0,39957459.957841925,t_sit_lie
133,182.18793233233336,91.88173198700001,219.0,133.0,140.0,66.0,242.4794584910417,307.3133366902917,3116.6263529458324,651.0160013835417,-143.44422531129166,3146.626352945832,-216.47540283212496,584.5408579509584,3086.6263529458324,5.694832473460991,67.0,79.0,5293.0,72.06106391379046,867.4914042156666,727.9850832622501,59.999999999999545,37891248.127633415,p_lie
134,182.55537361934486,92.04097221637586,219.0,133.0,140.0,67.51724137931035,246.15362127903452,305.1256787530345,3112.1599878765514,650.0919252593102,-143.24062058020687,3142.159987876551,-216.1621609391724,567.2398008148967,3082.1599878765514,5.7097418275660345,65.48275862068965,79.0,5173.137931034483,71.93718199772775,866.2540861984826,710.4804213951036,59.999999999999545,36927394.09185141,p_lie
135,182.60691938720686,92.03372297615861,219.0,133.06896551724137,140.0,67.79310344827586,246.6937113795518,305.17720084351726,3111.8799417420687,650.0339923726553,-143.98761196796556,3141.8799417420687,-216.14252024686203,564.204966578,3081.8799417420687,5.828436722055216,65.27586206896551,79.0,5156.793103448275,73.19033171684657,866.1765126195173,708.1925785459656,60.0,36805186.67687809,p_lie
136,183.36403528849996,87.42245133717084,217.08333333333334,131.83333333333334,139.66666666666666,54.5,256.0240300496667,357.08209864295833,3125.5077718095836,631.5844192504168,-130.92312622075,3155.5077718095836,-220.911331176875,711.021525065,3095.5077718095836,1.0497581800967097,77.33333333333334,77.41666666666669,5986.888888888891,21.84144547004621,852.4957504272918,841.94465128575,60.0,43065254.23896539,p_lie
137,180.86237980769232,85.53738843478078,215.76923076923077,123.0,137.07692307692307,57.15384615384615,230.24168806815382,380.39915466307707,3147.9306922326923,621.5251136191923,-33.41042155486539,3177.9306922326923,-250.6953547550385,686.9978919396151,3117.9306922326923,0.9755377880355169,65.84615384615384,78.69230769230771,5181.585798816569,0.842917197297993,872.2204683742308,720.4083134944805,60.0,37701292.59701073,p_lie
138,177.2239278157083,87.40462112427083,217.0,121.0,136.0,60.583333333333336,190.16931406670832,359.88488642375,3148.56417846625,635.3315175375,-11.146154562625,3178.56417846625,-262.458328247,649.7626190185833,3118.56417846625,2.8839701100662793,60.416666666666664,81.0,4893.75,41.95578756026623,897.7898457844999,660.9087735812084,60.0,35601431.15466576,t_turn
139,176.37701161683333,87.44550323485,217.0,121.0,134.66666666666666,61.333333333333336,180.97993469266666,359.75571187333327,3151.3905843083335,635.8964436848333,-11.156065622966665,3181.3905843083335,-277.2904510496667,642.1464029948334,3121.3905843083335,3.479269022731124,59.666666666666664,82.33333333333334,4912.555555555556,48.60287071691562,913.1868947345,653.3024686178001,60.0,35795235.15836832,t_turn
140,176.6778532664167,87.67901738485,217.0,121.0,136.0,61.916666666666664,184.18872197466666,356.95116170241675,3149.412017822917,635.50096639,-11.149127562829166,3179.412017822917,-262.52968343095836,635.3589274089167,3119.412017822917,4.15872347389935,59.083333333333336,81.0,4785.75,55.937356293106404,898.0306498209584,646.5080549717459,60.0,34835042.92324565,t_turn
141,176.52474607279308,87.41250715584141,217.0,121.0,135.44827586206895,62.0,182.70565690662067,360.30649014175856,3153.0135455951718,636.2208588698967,-11.161756811475861,3183.0135455951718,-268.8767026703792,635.1793339169657,3123.0135455951718,4.294370006844666,59.0,81.55172413793105,4811.551724137932,57.485515389635,905.0975615402758,646.3410907284415,60.0,35100104.70849568,p_lie
142,178.16709899900002,85.42387008665,217.0,121.0,135.0,59.0,202.35234069799998,385.03712463399995,3174.592529295,640.534057617,-11.23742723465,3204.592529295,-275.608444214,672.8518371580001,3144.592529295,2.053060524352368,62.0,82.0,5084.0,32.820385916720284,916.142501831,684.0892643926501,60.0,37603395.009384654,p_lie
143,180.57685428194443,83.72346835666112,215.0,121.0,136.0,55.55555555555556,232.19704776322226,409.3506045871667,3217.9518771694447,626.4216749403889,-11.389473809144445,3247.9518771694447,-268.29799567322226,720.4145134820557,3187.9518771694447,1.9912452766732756,65.44444444444444,79.0,5170.111111111111,12.695546337928931,894.7196706136112,731.8039872912001,60.0,39285565.347774595,p_lie
144,179.95629295930763,84.03654568012308,215.0,121.0,136.0,54.30769230769231,225.48927541888457,406.3533442570385,3222.164710412308,627.2341825043845,-11.404246623700002,3252.164710412308,-268.652552678,735.3441490760384,3192.164710412308,2.1307794054258906,66.6923076923077,79.0,5268.692307692308,14.037498677855638,895.8867351823845,746.7483956997385,60.0,40140118.93356732,p_lie
145,179.4928956208148,84.18081552010742,215.0,121.0,136.0,54.0,220.24476567011112,404.7115987141852,3222.0742639611117,627.2167358398889,-11.403929498462961,3252.0742639611117,-268.6449392811852,738.7736793799629,3192.0742639611117,1.7879480226662565,67.0,79.0,5293.0,10.064024782673869,895.8616751210741,750.1776088784259,60.0,40323322.15968891,t_turn
146,179.5750438549259,84.1720595183074,215.0,121.0,136.0,53.925925925925924,221.08389564796295,404.65057260018517,3220.8013328274074,626.9712433991851,-11.399465843474072,3250.8013328274074,-268.5378090186296,739.3074951172224,3190.8013328274074,1.9433574211839328,67.07407407407408,79.0,5298.851851851852,11.806472894400713,895.5090524178147,750.7069609606965,60.0,40335892.75520224,t_turn
147,179.7663984626897,84.22351074218966,215.0,121.0,136.0,54.41379310344828,223.18239304120692,403.9540647308621,3219.8799333248276,626.7935285896551,-11.396234742531034,3249.8799333248276,-268.46026190389654,733.6363946321724,3189.8799333248276,2.0234030745950875,66.58620689655172,79.0,5260.310344827585,12.778988797800594,895.2537904935516,745.0326293747034,60.0,40019597.129344836,p_lie
